study_name,trait_name,category
ukb-b-20189,"Diagnoses - main ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified",health trait / disease outcome
ukb-b-20190,"Diagnoses - main ICD10: L98.9 Disorder of skin and subcutaneous tissue, unspecified",health trait / disease outcome
ukb-b-20208,"Diagnoses - main ICD10: J45.9 Asthma, unspecified",health trait / disease outcome
ukb-b-20211,"Illnesses of father: Diabetes",health trait / disease outcome
ukb-b-20213,"Non-cancer illness code, self-reported: measles / morbillivirus",health trait / disease outcome
ukb-b-20214,"Attendance/disability/mobility allowance: Disability living allowance",social / behavioural
ukb-b-20218,"Operative procedures - secondary OPCS: Z50.3 Skin of finger",operation / treatment
ukb-b-20233,"Diagnoses - secondary ICD10: M19.99 Arthrosis, unspecified (Site unspecified)",health trait / disease outcome
ukb-b-20239,"Operative procedures - secondary OPCS: W90.3 Injection of therapeutic substance into joint",operation / treatment
ukb-b-20261,"Ever smoked",social / behavioural
ukb-b-20278,"Operative procedures - main OPCS: B27.4 Total mastectomy NEC",operation / treatment
ukb-b-20289,"Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis",health trait / disease outcome
ukb-b-2029,"Treatment/medication code: finasteride",operation / treatment
ukb-b-20292,"Taking other prescription medications",operation / treatment
ukb-b-20296,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma",health trait / disease outcome
ukb-b-203,"Diagnoses - main ICD10: Z12.1 Special screening examination for neoplasm of intestinal tract",health trait / disease outcome
ukb-b-20321,"Average monthly beer plus cider intake",social / behavioural
ukb-b-20332,"Operation code: inguinal hernia repair",operation / treatment
ukb-b-20349,"Non-cancer illness code, self-reported: bladder problem (not cancer)",health trait / disease outcome
ukb-b-20359,"Operative procedures - main OPCS: B28.5 Wire guided partial excision of breast",operation / treatment
ukb-b-20379,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above",operation / treatment
ukb-b-20386,"Diagnoses - main ICD10: R07.2 Precordial pain",health trait / disease outcome
ukb-b-20410,"Interpolated Age of participant when cancer first diagnosed",health trait / disease outcome
ukb-b-20414,"Diagnoses - secondary ICD10: M17.9 Gonarthrosis, unspecified",health trait / disease outcome
ukb-b-3005,"Operation code: arthroscopy nos",operation / treatment
ukb-b-301,"Operation code: foot surgery",operation / treatment
ukb-b-3016,"Years since last breast cancer screening / mammogram",clinical measures
ukb-b-3018,"Age at death",health trait / disease outcome
ukb-b-3027,"Diagnoses - secondary ICD10: K31.7 Polyp of stomach and duodenum",health trait / disease outcome
ukb-b-3035,"Operative procedures - main OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx",operation / treatment
ukb-b-3044,"Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis",health trait / disease outcome
ukb-b-3073,"Operative procedures - secondary OPCS: U21.2 Computed tomography NEC",operation / treatment
ukb-b-3083,"Operation code: mastectomy",operation / treatment
ukb-b-3095,"Diagnoses - main ICD10: H25.1 Senile nuclear cataract",health trait / disease outcome
ukb-b-3114,"Operative procedures - secondary OPCS: Y21.8 Other specified cytology of organ NOC",operation / treatment
ukb-b-3115,"Diagnoses - secondary ICD10: Y83.2 Surgical operation with anastomosis, bypass or graft",health trait / disease outcome
ukb-b-3132,"Operation code: eye surgery",operation / treatment
ukb-b-3145,"Diagnoses - main ICD10: C44.5 Skin of trunk",health trait / disease outcome
ukb-b-3188,"3mm weak meridian angle (left)",clinical measures
ukb-b-3196,"Leg pain when walking uphill or hurrying",health trait / disease outcome
ukb-b-3211,"Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope",operation / treatment
ukb-b-3229,"Diagnoses - secondary ICD10: D70 Agranulocytosis",health trait / disease outcome
ukb-b-323,"Illnesses of father: Alzheimer's disease/dementia",health trait / disease outcome
ukb-b-3258,"Number of attempts",physiological
ukb-b-3278,"Length of menstrual cycle",physiological
ukb-b-3304,"Friendships satisfaction",social / behavioural
ukb-b-3337,"Treatment/medication code: nasonex 0.05% aqueous nasal spray",operation / treatment
ukb-b-3355,"Diagnoses - main ICD10: D50.9 Iron deficiency anaemia, unspecified",health trait / disease outcome
ukb-b-3357,"Birth weight of first child",anthropometric
ukb-b-3370,"Operation code: breast cyst/abscess removal",operation / treatment
ukb-b-3376,"Number of measurements made",clinical measures
ukb-b-338,"Sex of baby: Female",physiological
ukb-b-3380,"Treatment/medication code: pravastatin",operation / treatment
ukb-b-3386,"3mm weak meridian angle (right)",clinical measures
ukb-b-3388,"Operation code: ear surgery",operation / treatment
ukb-b-3412,"Diagnoses - secondary ICD10: N81.6 Rectocele",health trait / disease outcome
ukb-b-3422,"Operation code: spine or back surgery",operation / treatment
ukb-b-3454,"Operative procedures - secondary OPCS: C71.2 Phacoemulsification of lens",operation / treatment
ukb-b-3460,"Alcohol intake versus 10 years previously",social / behavioural
ukb-b-3467,"Non-cancer illness code, self-reported: bronchitis",health trait / disease outcome
ukb-b-3469,"Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified",health trait / disease outcome
ukb-b-3475,"Operative procedures - secondary OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder",operation / treatment
ukb-b-3498,"Operation code: discectomy",operation / treatment
ukb-b-3499,"Fractured heel (right)",health trait / disease outcome
ukb-b-3502,"Frequency of other exercises in last 4 weeks",social / behavioural
ukb-b-3503,"Treatment/medication code: Free-text entry, unable to be coded",operation / treatment
ukb-b-352,"Total errors traversing alphanumeric path (trail #2)",physiological
ukb-b-3540,"Operative procedures - secondary OPCS: Z47.3 Skin of cheek",operation / treatment
ukb-b-3549,"3mm strong meridian angle (left)",clinical measures
ukb-b-3560,"Operative procedures - secondary OPCS: Z29.1 Rectum",operation / treatment
ukb-b-3563,"Vitamin and mineral supplements: Folic acid or Folate (Vit B9)",operation / treatment
ukb-b-3586,"Operation code: breast surgery",operation / treatment
ukb-b-3596,"Diagnoses - main ICD10: D22.3 Melanocytic naevi of other and unspecified parts of face",health trait / disease outcome
ukb-b-3656,"Number of treatments/medications taken",operation / treatment
ukb-b-3665,"Leg pain on walking : effect of standing still",health trait / disease outcome
ukb-b-3666,"Family relationship satisfaction",social / behavioural
ukb-b-3672,"Diagnoses - secondary ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene",health trait / disease outcome
ukb-b-3683,"Diagnoses - main ICD10: B34.9 Viral infection, unspecified",health trait / disease outcome
ukb-b-3686,"Operative procedures - secondary OPCS: Y98.2 Radiology of two body areas",operation / treatment
ukb-b-3693,"Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax",health trait / disease outcome
ukb-b-3700,"Operation code: hysterectomy",operation / treatment
ukb-b-3703,"Non-cancer illness code, self-reported: heart arrhythmia",health trait / disease outcome
ukb-b-3709,"Wants to stop smoking",social / behavioural
ukb-b-3725,"Operative procedures - secondary OPCS: K63.4 Coronary arteriography using two catheters",operation / treatment
ukb-b-373,"Diagnoses - main ICD10: N32.8 Other specified disorders of bladder",health trait / disease outcome
ukb-b-3752,"Operative procedures - main OPCS: H52.4 Rubber band ligation of haemorrhoid",operation / treatment
ukb-b-3768,"Age when periods started (menarche)",physiological
ukb-b-3770,"Diagnoses - main ICD10: J34.2 Deviated nasal septum",health trait / disease outcome
ukb-b-378,"Errors before selecting correct item in numeric path (trail #1)",physiological
ukb-b-3793,"Time spent driving",social / behavioural
ukb-b-3798,"Fractured bone site(s): Leg",health trait / disease outcome
ukb-b-3802,"Diagnoses - main ICD10: N50.8 Other specified disorders of male genital organs",health trait / disease outcome
ukb-b-3822,"Frequency of depressed mood in last 2 weeks",social / behavioural
ukb-b-3823,"Operative procedures - secondary OPCS: Y84.2 Sedation NEC",operation / treatment
ukb-b-3825,"Age angina diagnosed",health trait / disease outcome
ukb-b-3831,"Average weekly intake of other alcoholic drinks",social / behavioural
ukb-b-3841,"Symbol digit completion status",physiological
ukb-b-3855,"Attendance/disability/mobility allowance: None of the above",social / behavioural
ukb-b-3859,"Treatment/medication code: indapamide",operation / treatment
ukb-b-3897,"Diagnoses - secondary ICD10: Z86.0 Personal history of other neoplasms",health trait / disease outcome
ukb-b-391,"Diagnoses - secondary ICD10: Z72.1 Alcohol use",social / behavioural
ukb-b-3923,"Operative procedures - main OPCS: F02.1 Excision of lesion of lip",operation / treatment
ukb-b-3951,"Treatment/medication code: gtn 400micrograms spray",operation / treatment
ukb-b-3957,"Sleeplessness / insomnia",health trait / disease outcome
ukb-b-3965,"Diagnoses - main ICD10: G56.0 Carpal tunnel syndrome",health trait / disease outcome
ukb-b-3982,"Operative procedures - main OPCS: M47.8 Other specified urethral catheterisation of bladder",operation / treatment
ukb-b-3983,"Diagnoses - main ICD10: I25.9 Chronic ischaemic heart disease, unspecified",health trait / disease outcome
ukb-b-3991,"Operation code: retinal operation/vitrectomy",operation / treatment
ukb-b-4000,"Leisure/social activities: Sports club or gym",social / behavioural
ukb-b-4001,"Operation code: prostate operation",operation / treatment
ukb-b-4013,"Operative procedures - main OPCS: W79.1 Soft tissue correction of hallux valgus",operation / treatment
ukb-b-4024,"Illnesses of mother: Stroke",health trait / disease outcome
ukb-b-4062,"Happiness",social / behavioural
ukb-b-4063,"Number of self-reported non-cancer illnesses",health trait / disease outcome
ukb-b-4068,"Home location at assessment - north co-ordinate (rounded)",social / behavioural
ukb-b-4077,"Leisure/social activities: Other group activity",social / behavioural
ukb-b-4080,"Ankle spacing width",anthropometric
ukb-b-4081,"Operative procedures - main OPCS: F09.3 Surgical removal of wisdom tooth NEC",operation / treatment
ukb-b-4104,"Treatment/medication code: loperamide",operation / treatment
ukb-b-4106,"Chest pain or discomfort when walking uphill or hurrying",health trait / disease outcome
ukb-b-4122,"Non-cancer illness code, self-reported: joint pain",health trait / disease outcome
ukb-b-4141,"Diagnoses - main ICD10: C44.3 Skin of other and unspecified parts of face",health trait / disease outcome
ukb-b-4157,"Operative procedures - secondary OPCS: Z50.2 Skin of hand",operation / treatment
ukb-b-4171,"Leisure/social activities: Pub or social club",social / behavioural
ukb-b-4188,"Inverse distance to the nearest road",social / behavioural
ukb-b-419,"Number of spontaneous miscarriages",health trait / disease outcome
ukb-b-4193,"Diagnoses - secondary ICD10: Z37.0 Single live birth",physiological
ukb-b-4206,"Age when last used oral contraceptive pill",operation / treatment
ukb-b-4210,"Frequency of light DIY in last 4 weeks",social / behavioural
ukb-b-4226,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified",health trait / disease outcome
ukb-b-4256,"Lifetime number of sexual partners",social / behavioural
ukb-b-4257,"Non-cancer illness code, self-reported: unclassifiable",health trait / disease outcome
ukb-b-4263,"Number of full brothers",social / behavioural
ukb-b-4267,"Diagnoses - secondary ICD10: Z88.6 Personal history of allergy to analgesic agent",health trait / disease outcome
ukb-b-4274,"Operation code: ankle surgery",operation / treatment
ukb-b-4280,"Diagnoses - main ICD10: M20.2 Hallux rigidus",health trait / disease outcome
ukb-b-4282,"Prospective memory result",physiological
ukb-b-43,"Signal-to-noise-ratio (SNR) of triplet (left)",clinical measures
ukb-b-4303,"Diagnoses - secondary ICD10: K80.2 Calculus of gallbladder without cholecystitis",health trait / disease outcome
ukb-b-4316,"Operative procedures - secondary OPCS: Z92.4 Chest NEC",operation / treatment
ukb-b-4323,"Attempted fluid intelligence (FI) test.",physiological
ukb-b-4331,"6mm weak meridian angle (left)",clinical measures
ukb-b-4361,"Leg pain when standing still or sitting",health trait / disease outcome
ukb-b-4363,"Operative procedures - secondary OPCS: L87.4 Avulsion of varicose vein of leg",operation / treatment
ukb-b-4373,"Operative procedures - secondary OPCS: T85.2 Block dissection of axillary lymph nodes",operation / treatment
ukb-b-4379,"Treatment/medication code: tamoxifen",operation / treatment
ukb-b-4417,"Operative procedures - main OPCS: O29.1 Subacromial decompression",operation / treatment
ukb-b-4423,"Diagnoses - secondary ICD10: B95.6 Staphylococcus aureus as the cause of diseases classified to other chapters",health trait / disease outcome
ukb-b-4439,"Ever had eye surgery",operation / treatment
ukb-b-4455,"Operative procedures - secondary OPCS: Y76.7 Arthroscopic approach to joint",operation / treatment
ukb-b-4462,"Exposure to tobacco smoke at home",social / behavioural
ukb-b-4476,"Diagnoses - secondary ICD10: I84.9 Unspecified haemorrhoids without complication",health trait / disease outcome
ukb-b-4482,"3mm regularity index (left)",clinical measures
ukb-b-4507,"Diagnoses - main ICD10: R04.2 Haemoptysis",health trait / disease outcome
ukb-b-4509,"Age of stopping smoking",social / behavioural
